date,MONTAIRE,ETF_GROWTH,ETF_VALUE,ETF_CAC,ETF_SPX
2021-01-18,98.159,119.98,153.66,55.17,58.103
2021-01-19,98.152,120.54,154.77,55.03,58.113
2021-01-20,98.15,121.6,154.6,55.36,59.052
2021-01-21,98.148,120.53,152.8,54.99,59.055
2021-01-22,98.146,118.58,151.92,54.67,58.688
2021-01-25,98.141,116.38,150.61,53.8,58.695
2021-01-26,98.139,117.02,149.17,54.31,59.002
2021-01-27,98.137,115.58,145.89,53.64,58.257
2021-01-28,98.135,116.73,147.37,54.15,58.501
2021-01-29,98.133,115.22,144.01,53.04,57.203
2021-02-01,98.128,116.47,145.76,53.7,57.921
2021-02-02,98.126,119.06,147.01,54.74,59.387
2021-02-03,98.124,119.64,149.4,54.69,59.351
2021-02-04,98.122,121.13,151.42,55.11,59.959
2021-02-05,98.12,121.98,151.9,55.64,60.18
2021-02-08,98.115,123.37,154.97,55.98,60.306
2021-02-09,98.113,122.32,154.3,55.92,60.207
2021-02-10,98.111,122.18,155.32,55.74,59.97
2021-02-11,98.109,122.36,153.84,55.7,60.185
2021-02-12,98.107,122.78,155.23,56.05,60.313
2021-02-15,98.107,122.78,155.23,56.05,60.313
2021-02-16,98.099,123.74,156.69,56.85,60.564
2021-02-17,98.097,123.6,158.0,56.63,60.541
2021-02-18,98.095,122.63,155.88,56.32,60.181
2021-02-19,98.093,123.6,158.9,56.78,60.338
2021-02-22,98.087,123.84,161.39,56.71,59.61
2021-02-23,98.085,124.41,162.42,56.79,59.15
2021-02-24,98.083,126.24,166.07,56.99,59.967
2021-02-25,98.081,125.74,162.79,56.81,59.31
2021-02-26,98.079,123.94,159.82,55.97,59.142
2021-03-01,98.074,126.31,162.96,56.94,60.277
2021-03-02,98.072,126.2,162.33,57.13,59.853
2021-03-03,98.07,126.77,164.49,57.3,59.717
2021-03-04,98.068,126.57,164.01,57.38,59.158
2021-03-05,98.066,126.71,168.97,56.8,58.559
2021-03-08,98.06,129.31,171.05,58.05,60.866
2021-03-09,98.058,129.56,168.72,58.24,61.086
2021-03-10,98.056,130.08,172.05,58.86,61.176
2021-03-11,98.054,130.52,173.33,59.28,61.648
2021-03-12,98.052,131.55,174.04,59.38,61.281
2021-03-15,98.046,131.56,174.93,59.27,61.653
2021-03-16,98.044,131.58,172.05,59.51,62.232
2021-03-17,98.042,131.68,173.54,59.53,61.878
2021-03-18,98.04,131.73,171.66,59.56,62.004
2021-03-19,98.038,130.13,170.47,58.94,61.494
2021-03-22,98.032,129.35,169.2,58.7,61.701
2021-03-23,98.03,127.94,165.45,58.46,61.968
2021-03-24,98.028,128.5,166.2,58.42,62.034
2021-03-25,98.026,128.49,168.94,58.58,61.692
2021-03-26,98.024,130.04,172.45,58.92,62.341
2021-03-29,98.019,129.72,171.7,59.25,62.743
2021-03-30,98.017,131.41,172.65,59.92,63.055
2021-03-31,98.015,130.85,171.38,59.63,63.333
2021-04-01,98.013,131.64,173.58,60.06,63.537
2021-04-02,98.013,131.64,173.58,60.06,63.537
2021-04-05,98.013,131.64,173.58,60.06,63.537
2021-04-06,98.003,132.2,173.72,60.36,64.374
2021-04-07,98.001,131.99,173.7,60.34,64.016
2021-04-08,97.999,131.57,172.84,60.67,64.237
2021-04-09,97.997,131.43,173.1,60.71,64.493
2021-04-12,97.991,130.71,172.89,60.63,64.646
2021-04-13,97.989,130.77,171.71,60.87,64.726
2021-04-14,97.987,131.62,173.85,61.1,64.627
2021-04-15,97.985,131.63,173.42,61.35,64.999
2021-04-16,97.983,132.63,173.66,61.94,65.167
2021-04-19,97.977,132.72,173.51,61.97,64.686
2021-04-20,97.975,129.32,170.57,60.69,64.057
2021-04-21,97.973,130.1,172.96,61.24,64.553
2021-04-22,97.971,130.72,171.65,61.75,64.971
2021-04-23,97.969,131.03,173.37,61.7,64.675
2021-04-26,97.963,132.11,174.67,61.82,64.852
2021-04-27,97.961,132.55,175.13,61.87,64.775
2021-04-28,97.959,133.46,176.61,62.19,64.718
2021-04-29,97.957,132.83,178.18,62.18,64.695
2021-04-30,97.955,132.23,175.98,61.8,64.954
2021-05-03,97.949,132.9,179.18,62.17,65.049
2021-05-04,97.947,132.24,179.52,61.64,64.364
2021-05-05,97.945,135.0,182.54,62.74,65.129
2021-05-06,97.942,135.72,184.41,62.84,64.761
2021-05-07,97.94,136.93,187.61,63.3,65.152
2021-05-10,97.935,137.1,187.62,63.4,65.016
2021-05-11,97.932,134.69,185.11,62.2,63.727
2021-05-12,97.93,134.71,183.31,62.34,63.458
2021-05-13,97.93,134.71,183.31,62.34,63.458
2021-05-14,97.926,135.86,187.65,63.36,64.195
2021-05-17,97.921,135.65,189.02,63.31,63.88
2021-05-18,97.918,135.56,186.99,63.2,63.735
2021-05-19,97.916,133.19,184.16,62.24,62.534
2021-05-20,97.914,133.82,184.31,63.11,63.712
2021-05-21,97.912,134.55,185.13,63.51,64.073
2021-05-24,97.912,134.55,185.13,63.51,64.073
2021-05-25,97.904,134.75,183.76,63.71,64.07
2021-05-26,97.902,134.65,184.94,63.72,64.321
2021-05-27,97.9,136.29,186.36,64.08,64.35
2021-05-28,97.898,136.83,186.26,64.67,64.661
2021-05-31,97.898,136.83,186.26,64.67,64.661
2021-06-01,97.89,137.65,189.27,64.78,64.33
2021-06-02,97.888,138.16,190.13,65.12,64.588
2021-06-03,97.886,138.39,189.89,64.98,64.81
2021-06-04,97.884,138.48,190.14,65.1,64.948
2021-06-07,97.878,138.82,189.17,65.38,64.755
2021-06-08,97.875,138.52,189.87,65.46,64.808
2021-06-09,97.873,137.91,188.73,65.56,65.024
2021-06-10,97.871,137.71,188.28,65.37,65.192
2021-06-11,97.869,138.84,189.44,65.94,65.597
2021-06-14,97.863,138.59,187.25,66.05,65.421
2021-06-15,97.86,138.09,188.2,66.36,65.509
2021-06-16,97.859,137.83,187.12,66.48,65.641
2021-06-17,97.857,137.47,182.79,66.63,66.436
2021-06-18,97.855,135.13,178.85,65.63,65.999
2021-06-21,97.849,136.24,182.95,66.0,66.297
2021-06-22,97.847,136.58,183.14,66.07,66.73
2021-06-23,97.847,136.58,183.14,66.07,66.73
2021-06-24,97.843,137.29,184.39,66.37,66.989
2021-06-25,97.84,137.8,185.28,66.28,67.085
2021-06-28,97.835,135.89,182.86,65.62,67.196
2021-06-29,97.833,136.59,181.92,65.76,67.555
2021-06-30,97.831,135.91,182.97,65.15,67.832
2021-07-01,97.829,137.29,184.93,65.62,68.083
2021-07-02,97.827,137.39,184.75,65.57,68.56
2021-07-05,97.827,137.39,184.75,65.57,68.56
2021-07-06,97.819,136.06,180.5,65.1,68.591
2021-07-07,97.817,135.71,180.15,64.21,69.108
2021-07-08,97.815,133.1,177.55,62.88,68.254
2021-07-09,97.813,135.39,181.71,64.25,68.923
2021-07-12,97.807,135.55,182.74,64.54,69.169
2021-07-13,97.805,134.86,180.52,64.48,69.65
2021-07-14,97.805,134.86,180.52,64.48,69.65
2021-07-15,97.801,133.05,177.89,63.88,69.269
2021-07-16,97.799,131.73,175.07,63.52,69.007
2021-07-19,97.793,127.99,170.88,61.99,67.703
2021-07-20,97.791,129.67,174.26,62.46,68.73
2021-07-21,97.789,132.75,177.54,63.57,69.098
2021-07-22,97.787,132.7,175.56,63.74,69.377
2021-07-23,97.785,133.53,175.6,64.59,70.211
2021-07-26,97.779,134.59,177.68,64.65,70.134
2021-07-27,97.779,134.59,177.68,64.65,70.134
2021-07-28,97.775,134.46,177.66,64.97,69.943
2021-07-29,97.773,135.44,179.22,65.24,69.792
2021-07-30,97.771,134.36,177.25,65.01,69.496
2021-08-02,97.764,134.4,176.11,65.66,69.661
2021-08-03,97.762,135.02,177.66,66.11,69.5
2021-08-04,97.76,135.43,173.79,66.37,69.816
2021-08-05,97.758,136.31,176.26,66.72,69.993
2021-08-06,97.756,137.2,178.08,67.07,70.683
2021-08-09,97.75,137.03,177.44,67.03,70.754
2021-08-10,97.748,137.67,180.28,67.07,71.026
2021-08-11,97.746,138.65,181.58,67.47,70.984
2021-08-12,97.744,138.57,180.96,67.69,71.137
2021-08-13,97.742,138.81,179.8,67.81,71.022
2021-08-16,97.736,137.63,178.55,67.26,70.872
2021-08-17,97.733,136.76,177.37,67.04,71.279
2021-08-18,97.731,137.2,175.13,66.57,71.259
2021-08-19,97.729,134.75,172.46,64.95,70.679
2021-08-20,97.727,134.78,173.23,65.19,71.227
2021-08-23,97.721,136.19,176.12,65.79,71.7
2021-08-24,97.719,137.34,178.02,65.51,71.682
2021-08-25,97.717,138.07,179.02,65.68,71.774
2021-08-26,97.715,137.33,177.05,65.54,71.537
2021-08-27,97.713,137.96,180.12,65.7,71.719
2021-08-30,97.706,137.57,178.37,65.73,72.195
2021-08-31,97.704,137.24,178.91,65.69,72.075
2021-09-01,97.702,137.89,177.74,66.43,71.816
2021-09-02,97.7,138.42,180.0,66.49,71.916
2021-09-03,97.698,137.47,178.8,65.75,71.714
2021-09-06,97.698,137.47,178.8,65.75,71.714
2021-09-07,97.69,137.0,177.85,66.12,71.689
2021-09-08,97.688,135.96,175.99,65.56,71.579
2021-09-09,97.686,135.58,175.83,65.74,71.717
2021-09-10,97.684,134.6,174.43,65.47,71.156
2021-09-13,97.678,135.87,177.5,65.65,70.962
2021-09-14,97.676,135.03,175.03,65.41,70.889
2021-09-15,97.674,135.07,178.04,64.76,70.852
2021-09-16,97.671,135.31,177.02,65.09,71.222
2021-09-17,97.669,134.17,176.16,64.52,71.054
2021-09-20,97.663,131.36,172.3,63.4,69.854
2021-09-21,97.661,131.95,171.47,64.45,70.121
2021-09-22,97.659,134.16,174.42,65.25,70.463
2021-09-23,97.657,136.06,178.12,65.89,71.259
2021-09-24,97.655,136.17,178.53,65.27,71.259
2021-09-27,97.649,138.11,182.32,65.43,71.434
2021-09-28,97.647,135.79,181.32,64.07,70.135
2021-09-29,97.645,136.36,181.71,64.62,70.782
2021-09-30,97.643,135.95,179.24,64.14,70.56
2021-10-01,97.641,136.08,182.03,64.14,70.116
2021-10-04,97.635,135.52,183.37,63.78,69.268
2021-10-05,97.633,137.08,184.82,64.77,70.585
2021-10-06,97.631,135.34,183.3,63.99,70.172
2021-10-07,97.628,137.29,184.53,65.0,71.869
2021-10-08,97.626,137.36,186.05,64.6,71.508
2021-10-11,97.62,137.64,185.43,64.72,71.631
2021-10-12,97.617,137.15,184.82,64.5,71.045
2021-10-13,97.615,137.0,183.61,64.99,70.541
2021-10-14,97.613,138.0,186.66,65.83,71.802
2021-10-15,97.611,139.31,188.32,66.26,72.413
2021-10-18,97.605,138.52,187.76,65.71,72.584
2021-10-19,97.603,139.11,188.97,65.71,72.906
2021-10-20,97.601,139.24,190.58,66.05,73.23
2021-10-21,97.599,138.63,188.79,65.87,73.154
2021-10-22,97.597,138.47,189.11,66.33,73.324
2021-10-25,97.591,139.18,188.99,66.07,73.792
2021-10-26,97.588,139.93,188.77,66.62,74.458
2021-10-27,97.586,139.56,185.8,66.52,74.229
2021-10-28,97.584,139.71,188.19,66.97,73.886
2021-10-29,97.582,139.67,186.09,67.29,74.822
2021-11-01,97.582,139.67,186.09,67.29,74.822
2021-11-02,97.574,140.61,186.33,68.21,75.221
2021-11-03,97.572,140.53,187.98,68.45,75.156
2021-11-04,97.569,140.63,186.81,68.78,76.108
2021-11-05,97.567,141.51,188.95,69.31,76.653
2021-11-08,97.561,141.67,190.34,69.4,76.368
2021-11-09,97.559,140.58,189.51,69.31,76.037
2021-11-10,97.557,141.3,187.23,69.36,76.405
2021-11-11,97.557,141.3,187.23,69.36,76.405
2021-11-12,97.553,141.16,188.01,69.86,76.956
2021-11-15,97.546,141.83,187.02,70.23,77.223
2021-11-16,97.544,141.48,186.33,70.47,78.082
2021-11-17,97.542,140.63,184.93,70.47,78.12
2021-11-18,97.54,139.74,183.69,70.31,77.873
2021-11-19,97.538,137.75,180.35,70.02,78.325
2021-11-22,97.532,138.38,181.88,69.96,79.068
2021-11-23,97.529,138.63,184.7,69.41,78.028
2021-11-24,97.527,138.86,184.27,69.35,78.853
2021-11-25,97.527,138.86,184.27,69.35,78.853
2021-11-26,97.523,132.31,178.19,66.43,76.426
2021-11-29,97.516,132.66,178.15,66.87,77.566
2021-11-30,97.514,131.2,173.54,66.31,76.552
2021-12-01,97.512,133.15,171.25,67.96,77.256
2021-12-02,97.51,132.95,176.37,67.08,75.809
2021-12-03,97.508,131.83,175.23,66.81,75.695
2021-12-06,97.501,134.23,178.34,67.78,76.528
2021-12-07,97.498,136.83,180.9,69.69,78.601
2021-12-08,97.496,135.63,181.81,68.99,77.826
2021-12-09,97.494,135.38,181.12,68.91,78.353
2021-12-10,97.492,134.71,181.7,68.72,77.982
2021-12-13,97.485,133.49,178.49,68.32,78.017
2021-12-14,97.483,133.9,178.72,67.81,77.176
2021-12-15,97.481,133.13,178.79,68.15,77.229
2021-12-16,97.479,134.72,180.46,68.87,78.406
2021-12-17,97.476,134.11,178.56,68.12,77.672
2021-12-20,97.469,131.9,175.73,67.62,75.6
2021-12-21,97.467,135.2,179.86,68.52,77.015
2021-12-22,97.465,136.13,182.27,69.29,77.961
2021-12-23,97.463,137.12,182.65,69.88,78.831
2021-12-24,97.463,137.12,182.65,69.88,78.831
2021-12-27,97.454,138.0,185.34,70.17,79.371
2021-12-28,97.451,138.44,185.16,70.53,79.852
2021-12-29,97.449,137.74,184.97,70.42,79.49
2021-12-30,97.447,138.15,184.54,70.53,79.944
2021-12-31,97.445,137.84,184.81,70.31,79.532
2022-01-03,97.438,139.85,189.15,71.03,79.621
2022-01-04,97.435,142.28,193.85,71.98,80.024
2022-01-05,97.433,142.73,192.0,72.53,79.653
2022-01-06,97.431,142.46,194.25,71.31,78.417
2022-01-07,97.429,143.14,196.52,71.02,77.795
2022-01-10,97.422,142.59,196.3,70.01,76.735
2022-01-11,97.42,144.24,199.59,70.67,77.689
2022-01-12,97.418,145.07,199.73,71.21,77.995
2022-01-13,97.415,145.64,200.83,70.85,77.714
2022-01-14,97.413,145.1,202.83,70.31,76.493
2022-01-17,97.413,145.1,202.83,70.31,76.493
2022-01-18,97.405,144.91,199.84,70.21,76.238
2022-01-19,97.403,144.42,197.27,70.59,75.889
2022-01-20,97.401,144.93,195.19,70.85,76.436
2022-01-21,97.399,141.45,191.03,69.51,74.567
2022-01-24,97.392,136.75,191.47,66.87,71.418
2022-01-25,97.38,138.11,193.99,67.35,72.253
2022-01-26,97.388,140.9,192.64,68.85,73.958
2022-01-27,97.386,141.97,191.56,69.19,74.527
2022-01-28,97.384,140.44,193.45,68.55,73.725
2022-01-31,97.377,140.93,195.0,68.89,75.163
2022-02-01,97.375,143.07,198.69,69.87,75.748
2022-02-02,97.373,143.09,199.43,69.98,76.027
2022-02-03,97.371,141.41,196.83,68.88,74.635
2022-02-04,97.369,140.05,197.11,68.34,73.714
2022-02-07,97.363,140.87,198.14,68.97,74.158
2022-02-08,97.361,143.0,199.78,69.15,74.565
2022-02-09,97.359,145.67,202.63,70.15,75.49
2022-02-10,97.356,146.13,201.25,69.81,74.864
2022-02-11,97.356,146.13,201.25,69.81,74.864
2022-02-14,97.346,142.02,198.27,67.49,73.636
2022-02-15,97.343,144.5,202.86,68.76,74.163
2022-02-16,97.341,144.53,204.55,68.58,73.755
2022-02-17,97.339,142.47,201.56,68.39,73.467
2022-02-18,97.337,141.22,199.27,68.22,72.542
2022-02-21,97.337,141.22,199.27,68.22,72.542
2022-02-22,97.328,138.74,197.1,66.85,71.986
2022-02-23,97.326,137.78,195.01,66.78,71.499
2022-02-24,97.324,133.58,193.63,64.2,70.847
2022-02-25,97.322,138.05,199.89,66.5,73.273
2022-02-28,97.315,137.24,198.05,65.56,73.707
2022-03-01,97.313,133.69,193.45,63.04,73.465
2022-03-02,97.311,135.61,198.25,64.04,74.514
2022-03-03,97.309,133.67,197.34,62.81,74.575
2022-03-04,97.307,128.1,196.43,59.84,74.386
2022-03-07,97.298,125.63,193.34,58.85,74.149
2022-03-08,97.296,126.37,193.96,58.61,72.233
2022-03-09,97.294,132.04,197.02,62.91,72.891
2022-03-10,97.292,129.63,198.98,61.1,72.378
2022-03-11,97.29,131.38,197.51,61.64,73.317
2022-03-14,97.278,132.49,195.03,62.68,72.23
2022-03-15,97.275,132.75,196.23,62.54,73.224
2022-03-16,97.273,137.61,199.02,64.86,74.414
2022-03-17,97.271,137.99,202.42,65.08,74.538
2022-03-18,97.268,138.51,202.95,65.18,75.732
2022-03-21,97.258,138.95,204.52,64.79,76.397
2022-03-22,97.256,140.57,204.72,65.6,77.281
2022-03-23,97.254,139.5,204.23,64.87,77.097
2022-03-24,97.25,139.17,205.62,64.71,77.137
2022-03-25,97.25,139.64,207.86,64.67,77.782
2022-03-28,97.243,139.47,205.63,64.93,78.178
2022-03-29,97.24,142.04,207.44,66.9,78.544
2022-03-30,97.238,140.86,207.18,66.44,78.13
2022-03-31,97.237,138.93,204.42,65.62,78.264
2022-04-01,97.235,139.89,205.64,65.91,77.623
2022-04-04,97.228,140.81,206.23,66.36,78.52
2022-04-05,97.226,138.34,202.26,65.47,79.041
2022-04-06,97.224,135.78,201.17,64.07,77.463
2022-04-07,97.222,134.95,201.67,63.66,77.306
2022-04-08,97.22,137.31,204.86,64.47,78.501
2022-04-11,97.213,137.56,203.52,64.59,77.143
2022-04-12,97.211,137.85,203.88,64.39,77.48
2022-04-13,97.209,138.77,206.76,64.39,77.123
2022-04-14,97.207,140.44,207.14,64.94,77.721
2022-04-15,97.207,140.44,207.14,64.94,77.721
2022-04-18,97.207,140.44,207.14,64.94,77.721
2022-04-19,97.199,140.51,208.77,64.47,77.969
2022-04-20,97.197,141.62,209.15,65.34,77.961
2022-04-21,97.195,142.33,205.48,66.2,78.045
2022-04-22,97.192,139.5,199.43,64.9,76.142
2022-04-25,97.188,137.38,198.29,63.75,74.615
2022-04-26,97.186,135.7,194.32,63.58,74.974
2022-04-27,97.183,136.6,195.74,63.94,75.624
2022-04-28,97.182,137.47,197.98,64.54,76.012
2022-04-29,97.179,138.07,192.89,64.77,75.836
2022-05-02,97.172,136.67,193.77,63.75,74.073
2022-05-03,97.17,138.74,195.95,64.32,75.374
2022-05-04,97.167,137.77,201.75,63.53,74.473
2022-05-05,97.165,136.59,196.14,63.27,74.966
2022-05-06,97.163,135.1,196.47,62.36,73.8
2022-05-09,97.163,135.1,196.47,62.36,73.8
2022-05-10,97.151,131.87,185.84,61.13,71.393
2022-05-11,97.15,133.91,185.04,62.61,72.239
2022-05-12,97.148,132.92,185.13,61.96,71.417
2022-05-13,97.145,135.97,190.52,63.55,73.103
2022-05-16,97.139,136.24,192.57,63.46,72.849
2022-05-17,97.137,138.34,197.86,64.34,73.117
2022-05-18,97.137,138.34,197.86,64.34,73.117
2022-05-19,97.137,138.34,197.86,64.34,73.117
2022-05-20,97.131,135.47,190.89,62.82,69.627
2022-05-23,97.129,137.63,196.62,63.72,70.447
2022-05-24,97.127,135.75,195.34,62.71,68.69
2022-05-25,97.125,137.32,198.43,63.14,70.282
2022-05-26,97.125,137.32,198.43,63.14,70.282
2022-05-27,97.121,141.63,206.49,65.38,72.948
2022-05-30,97.121,141.63,206.49,65.38,72.948
2022-05-31,97.113,140.8,204.97,65.0,72.791
2022-06-01,97.112,139.94,204.58,64.47,72.9
2022-06-02,97.11,141.08,205.81,65.28,72.759
2022-06-03,97.1,140.7,205.13,65.13,72.728
2022-06-06,97.1,140.7,205.13,65.13,72.728
2022-06-07,97.101,142.58,207.38,65.32,73.084
2022-06-08,97.099,141.39,205.6,64.83,73.35
2022-06-09,97.097,138.61,200.49,63.96,72.804
2022-06-10,97.094,134.22,195.39,62.21,70.406
2022-06-13,97.088,129.31,185.86,60.67,68.75
2022-06-14,97.086,128.85,184.81,59.89,68.22
2022-06-15,97.083,130.77,186.2,60.71,68.616
2022-06-16,97.081,126.92,178.78,59.21,66.369
2022-06-17,97.079,127.78,178.42,59.24,66.623
2022-06-20,97.079,127.78,178.42,59.24,66.623
2022-06-21,97.07,129.76,183.06,60.07,67.709
2022-06-22,97.068,127.45,180.47,59.62,67.829
2022-06-23,97.068,127.45,180.47,59.62,67.829
2022-06-24,97.064,128.0,183.58,61.18,69.77
2022-06-27,97.059,128.65,185.49,60.94,70.108
2022-06-28,97.057,129.75,184.89,61.35,69.867
2022-06-29,97.055,127.64,182.59,60.71,69.217
2022-06-30,97.052,125.42,179.88,59.69,68.595
2022-07-01,97.05,126.04,181.56,59.75,69.014
2022-07-04,97.05,126.04,181.56,59.75,69.014
2022-07-05,97.045,122.0,178.79,58.4,69.514
2022-07-06,97.043,122.71,177.07,58.16,71.2
2022-07-07,97.041,126.4,181.19,59.02,72.652
2022-07-08,97.039,127.58,180.45,59.31,73.047
2022-07-11,97.034,126.11,177.22,58.97,72.658
2022-07-12,97.032,126.84,176.43,59.45,72.832
2022-07-13,97.03,125.52,174.75,58.96,71.53
2022-07-14,97.03,125.52,174.75,58.96,71.53
2022-07-15,97.026,125.51,175.89,59.38,72.495
2022-07-18,97.021,126.8,177.37,59.92,72.675
2022-07-19,97.019,129.49,183.29,60.99,72.495
2022-07-20,97.017,128.91,183.46,60.79,73.842
2022-07-21,97.014,128.7,181.8,60.99,73.955
2022-07-22,97.012,128.42,179.57,61.1,73.862
2022-07-25,97.006,129.13,181.68,61.32,73.864
2022-07-26,97.004,128.63,180.49,61.09,73.695
2022-07-27,97.003,130.28,184.19,61.5,74.541
2022-07-28,97.002,130.71,185.64,62.32,75.6
2022-07-29,97.001,132.26,188.49,63.47,76.254
2022-08-01,96.999,131.2,187.0,63.31,76.472
2022-08-02,96.999,131.02,186.1,63.0,76.558
2022-08-03,96.999,132.34,187.3,63.65,77.472
2022-08-04,96.998,132.51,185.25,64.04,77.072
2022-08-05,96.997,132.77,186.75,63.66,77.122
2022-08-08,96.995,133.06,187.58,64.2,77.523
